cpu,memory,error_rate,latency,failed
89.62,95.0,0.2938,590.0,1
47.38,27.55,0.0216,85.6,0
71.42,90.04,0.1201,391.3,1
94.87,99.67,0.2438,474.2,1
53.77,57.29,0.0336,107.3,0
50.55,62.15,0.0545,240.9,0
88.22,94.1,0.2359,743.1,1
26.41,19.79,0.0182,153.3,0
68.92,83.29,0.1223,333.7,1
86.5,95.62,0.0677,261.0,0
87.96,75.55,0.082,424.9,1
75.11,69.44,0.0463,212.3,0
72.87,57.79,0.0392,198.9,0
86.55,90.71,0.2695,462.2,1
74.3,92.0,0.0816,376.1,0
81.23,76.02,0.068,404.2,0
52.44,53.67,0.0285,77.0,0
86.44,77.39,0.0942,392.4,1
47.12,58.74,0.0088,182.7,0
24.45,34.03,0.0217,162.3,0
86.7,88.46,0.0811,302.3,1
93.97,98.49,0.1138,585.9,1
63.9,64.76,0.039,230.4,0
68.58,67.75,0.0374,222.1,0
71.55,83.25,0.0668,283.4,1
62.98,57.75,0.0395,187.8,0
26.15,53.31,0.0312,175.6,0
84.17,93.43,0.0847,338.4,1
52.51,55.23,0.0302,137.1,0
70.62,71.72,0.0299,298.0,0
60.3,71.49,0.0583,208.6,0
87.16,95.45,0.273,799.1,1
85.47,90.96,0.116,421.7,1
95.98,98.33,0.2975,645.4,1
49.33,36.52,0.0367,214.0,0
45.41,26.5,0.0181,150.8,0
90.11,89.22,0.1903,623.1,1
37.78,40.96,0.0058,128.4,0
93.88,98.98,0.2486,454.3,1
85.35,77.19,0.0513,430.2,1
92.64,98.76,0.1,654.7,1
63.03,77.74,0.0436,315.5,0
39.67,47.33,0.0326,147.7,0
95.49,93.82,0.2643,491.3,1
84.2,98.51,0.1883,555.5,1
70.7,69.93,0.0199,238.3,0
94.28,99.86,0.1989,663.8,1
55.96,26.0,0.0139,65.9,0
71.46,70.39,0.0266,304.8,1
89.48,96.7,0.269,618.8,1
96.02,94.0,0.1404,744.4,1
68.82,86.18,0.0558,407.2,1
90.93,99.03,0.1311,466.1,1
83.58,98.61,0.1637,601.3,1
96.19,99.35,0.2215,549.6,1
47.43,39.35,0,101.8,0
91.75,93.34,0.1719,684.2,1
88.99,90.03,0.1976,447.0,1
73.24,80.26,0.0567,197.0,0
88.75,89.08,0.0502,294.4,0
84.13,76.64,0.1078,331.5,1
53.99,50.7,0.0066,91.0,0
52.25,74.65,0.0554,248.7,1
60.91,79.32,0.0702,217.5,0
38.08,25.0,0.0273,104.7,0
23.28,40.84,0.0196,209.4,0
91.29,96.6,0.1081,638.9,1
28.44,64.04,0.0241,129.9,0
70.06,60.21,0.0315,274.1,0
89.67,98.45,0.1052,400.0,1
95.14,97.59,0.2253,535.6,1
70.56,77.84,0.0221,282.3,0
74.9,63.08,0.0399,151.4,0
76.27,81.81,0.1089,309.2,1
34.14,29.46,0.0039,110.2,0
87.82,90.52,0.1011,456.4,1
51.03,59.57,0.0184,72.9,0
96.69,93.5,0.1405,723.6,1
51.38,58.06,0.038,171.9,0
49.24,59.46,0.0267,165.3,0
99.22,94.98,0.2208,468.5,1
21.96,35.2,0.0079,109.6,0
90.65,98.99,0.1236,758.7,1
82.6,84.81,0.0757,439.3,1
92.72,97.44,0.2813,726.7,1
75.11,83.69,0.0588,336.6,1
56.85,59.2,0.063,160.4,1
63.05,73.09,0.0492,182.2,0
78.26,87.59,0.1147,384.5,1
93.67,93.22,0.217,622.6,1
86.37,90.04,0.079,283.1,1
30.84,47.04,0.0093,146.7,0
93.49,91.26,0.2018,777.1,1
53.73,78.81,0.0562,209.1,1
70.44,89.46,0.1143,406.1,1
68.69,68.76,0.0461,250.4,0
63.13,60.48,0.0291,242.8,1
77.23,94.2,0.0979,260.7,1
99.04,90.87,0.1015,450.7,1
50.91,71.65,0.0466,278.6,0
88.28,92.27,0.1465,488.2,1
22.95,40.58,0.0181,129.7,0
74.4,75.39,0.0694,401.2,0
92.22,95.83,0.1961,550.7,1
60.55,59.78,0.0733,142.8,0
46.98,40.77,0.0438,53.8,0
51.84,50.26,0.0226,171.7,0
50.34,80.46,0.0615,181.5,0
81.87,88.36,0.1079,349.2,1
74.59,61.65,0.0293,269.6,0
58.23,54.75,0.0382,231.1,0
72.41,60.74,0.0388,283.9,0
97.09,91.65,0.151,499.6,1
22.42,58.66,0.0056,131.8,0
71.56,75.45,0.0592,375.7,1
74.5,92.12,0.0538,300.5,1
85.62,79.21,0.1086,368.5,1
61.03,72.22,0.0654,170.3,0
24.6,45.39,0.0165,121.3,0
62.02,57.49,0.0351,261.1,0
81.32,92.45,0.0816,380.4,1
77.92,78.74,0.0472,444.2,1
91.19,92.5,0.1188,546.9,1
94.38,95.97,0.2495,731.1,1
31.05,24.99,0.0357,117.3,0
86.79,95.74,0.2128,789.1,1
87.58,98.21,0.1831,708.9,1
88.37,90.52,0.1122,334.8,1
78.54,92.71,0.1032,306.5,1
28.63,22.94,0.007,93.4,0
95.72,88.75,0.2088,420.9,1
31.95,45.0,0.0165,58.9,0
91.79,94.06,0.2958,735.3,1
26.32,43.39,0.018,86.3,0
95.24,100,0.2875,756.1,1
95.93,99.2,0.1127,502.1,1
74.88,77.5,0.0871,305.0,0
87.32,92.76,0.0794,449.4,0
98.28,96.01,0.1801,665.4,1
37.61,45.98,0.0252,148.5,0
50.42,63.16,0.0434,172.7,0
88.53,92.59,0.2155,659.3,1
54.29,62.49,0.0363,220.9,0
91.52,97.84,0.2687,659.7,1
78.92,94.01,0.0743,321.6,1
32.36,39.66,0.0189,184.6,0
85.16,95.13,0.1248,734.5,1
65.28,56.08,0.0583,269.6,0
92.49,98.74,0.1767,634.7,1
45.66,40.14,0.0402,106.1,0
95.85,100,0.1259,712.7,1
72.42,77.46,0.0576,364.3,1
98.87,92.96,0.2599,703.9,1
59.55,59.42,0.0438,159.8,0
49.7,59.74,0.002,105.7,0
91.17,84.99,0.0959,412.7,1
72.12,75.32,0.0552,169.4,0
30.19,18.72,0.0243,139.7,0
26.32,38.3,0.0265,113.7,0
72.74,77.53,0.0701,151.9,0
87.92,91.79,0.1495,672.2,1
48.72,66.16,0.0519,245.8,0
91.91,100,0.2301,395.8,1
92.59,90.36,0.1138,581.4,1
75.47,65.46,0.0342,248.2,1
79.57,89.72,0.1048,353.6,1
38.39,56.95,0.0297,51.9,0
99.03,96.14,0.1478,610.9,1
48.85,62.35,0.0252,91.7,0
89.8,80.72,0.0734,256.2,1
89.53,92.71,0.2927,511.0,1
95.56,90.18,0.2559,462.1,1
86.58,94.99,0.2319,738.0,1
72.83,58.12,0.0243,205.3,0
40.17,32.77,0.0102,149.4,0
72.61,79.19,0.0597,347.4,1
21.04,38.92,0.0122,35.7,0
85.16,85.33,0.0961,382.5,0
69.93,90.36,0.0822,416.3,0
95.67,95.76,0.1599,602.9,1
84.61,76.06,0.0639,420.5,1
72.77,78.31,0.087,258.7,1
25.44,28.68,0.0189,112.3,0
78.03,89.85,0.0801,351.2,1
96.68,97.15,0.1322,410.5,1
57.01,60.58,0.001,97.7,0
95.76,95.1,0.114,750.3,1
69.64,89.54,0.0761,280.1,1
28.82,31.51,0.0033,119.2,0
86.4,78.88,0.0561,253.0,1
64.5,58.41,0.0442,238.5,1
28.64,56.49,0.0217,131.1,0
98.07,98.89,0.2257,516.9,1
94.02,94.15,0.1703,753.5,1
87.63,92.97,0.0675,415.7,1
49.67,35.18,0.0074,70.5,0
87.12,93.06,0.0556,370.7,0
89.63,94.4,0.1185,638.1,1
96.75,94.59,0.1934,472.8,1
74.46,84.13,0.116,264.7,1
53.09,53.41,0,207.1,0
87.64,99.66,0.1862,719.6,1
83.53,76.99,0.0742,266.6,1
88.85,97.58,0.1318,712.0,1
21.62,48.57,0.0362,180.2,0
97.18,100,0.1254,479.1,1
98.1,96.24,0.1064,614.0,1
69.45,78.54,0.0408,259.3,0
56.4,55.52,0.0532,202.3,0
59.4,58.07,0.0541,232.0,0
69.01,62.9,0.0639,298.2,0
49.9,52.03,0.0148,116.4,0
63.41,54.66,0.0289,180.6,0
69.37,81.51,0.1138,371.6,0
54.75,62.86,0,70.7,0
67.93,78.59,0.0213,167.4,0
63.14,72.0,0.0442,146.9,0
96.94,97.89,0.2427,646.9,1
37.99,33.39,0.0099,108.9,0
81.85,91.05,0.058,311.2,0
59.29,74.98,0.0681,159.8,0
35.87,46.05,0.0108,186.5,0
48.75,74.11,0.0239,163.9,1
96.63,95.22,0.173,500.4,1
90.1,95.73,0.1703,519.5,1
81.51,86.04,0.0653,398.3,1
66.82,60.95,0.0265,244.8,0
60.4,61.27,0.0208,151.3,0
21.13,35.62,0.0053,141.2,0
75.88,82.36,0.0811,302.9,0
86.87,100,0.2444,426.5,1
78.39,80.0,0.0595,339.3,1
91.4,100,0.2567,395.8,1
58.82,58.75,0.023,146.8,0
89.11,89.17,0.1536,641.5,1
97.63,92.59,0.1809,770.5,1
70.77,86.97,0.1127,267.5,0
50.95,57.58,0.0222,151.5,1
57.28,77.53,0.024,231.4,0
73.98,59.28,0.0209,238.2,0
91.43,96.76,0.2065,733.1,1
58.5,62.33,0.0305,182.0,0
74.11,91.6,0.0706,351.3,0
97.73,93.46,0.1492,457.4,1
40.54,51.28,0.0243,69.2,0
89.42,94.23,0.0854,244.1,1
86.9,86.39,0.0663,423.0,1
97.32,99.06,0.2257,523.8,1
51.92,30.12,0.0144,61.6,0
54.99,26.79,0.0376,96.2,0
58.49,58.94,0.0264,167.7,0
75.86,82.58,0.0668,327.7,1
57.72,59.96,0.0423,161.1,0
75.95,88.15,0.0647,461.3,1
44.88,52.73,0.0244,135.0,0
89.42,99.06,0.2958,630.6,1
55.32,51.88,0.0217,184.0,0
94.39,94.8,0.2815,730.9,1
73.46,55.08,0.0331,153.2,0
74.07,86.83,0.067,457.6,1
64.88,73.76,0.067,187.5,0
81.78,84.56,0.0558,270.1,0
59.46,68.43,0.0635,204.4,0
70.85,77.61,0.0868,429.9,1
73.09,91.65,0.063,316.3,1
19.48,42.13,0.0008,167.2,0
84.9,83.59,0.1079,449.1,1
51.18,65.91,0.0478,154.3,0
72.57,65.71,0.0634,189.1,0
54.88,26.11,0.0075,198.7,0
98.9,100,0.127,659.8,1
17.75,54.83,0.0099,104.6,0
83.61,95.93,0.0583,460.7,1
24.22,40.77,0.0189,158.6,0
44.72,37.08,0.0111,113.1,0
81.75,92.36,0.0513,344.0,1
23.66,61.82,0.0059,77.3,0
29.79,41.84,0.0258,80.0,0
76.66,82.95,0.0856,431.4,1
72.47,73.32,0.0733,245.1,1
54.92,75.16,0.0531,214.9,0
72.9,80.23,0.094,386.5,0
25.68,42.41,0.0272,71.6,0
55.27,55.07,0.0413,152.8,1
82.66,90.37,0.122,391.0,1
49.69,64.96,0.0508,202.7,0
33.27,62.62,0.0347,164.7,0
87.21,92.24,0.1414,420.5,1
72.76,58.47,0.0508,225.1,0
97.11,91.57,0.1785,728.3,1
88.33,76.22,0.0738,305.7,1
48.58,59.86,0.026,114.9,0
94.65,96.84,0.1812,710.8,1
57.25,49.65,0.019,131.3,0
33.89,42.57,0.0178,95.3,0
97.38,93.56,0.1706,712.3,1
74.4,84.67,0.087,327.1,0
45.22,60.67,0.017,173.4,0
32.26,54.05,0.0342,179.9,0
72.17,78.45,0.1172,425.7,1
69.63,77.58,0.118,432.6,1
95.41,93.98,0.1222,486.5,1
18.37,45.54,0.0162,77.5,0
54.29,72.82,0.0566,222.2,0
92.38,99.75,0.1574,626.4,1
53.53,73.19,0.052,308.5,0
72.15,88.9,0.0577,401.4,1
31.2,46.65,0.0091,42.7,0
57.27,55.84,0.0218,51.3,0
98.8,90.85,0.285,684.4,1
57.8,61.97,0.0189,203.3,0
17.38,54.1,0.0188,58.6,0
66.22,68.82,0.0586,206.0,0
70.51,64.32,0.0299,178.8,0
53.63,75.53,0.0667,230.0,0
73.0,73.97,0.0917,282.5,1
74.33,94.82,0.0616,424.5,1
76.34,92.35,0.1058,284.8,1
90.79,76.13,0.1188,296.4,1
55.53,57.31,0.0459,314.0,0
56.1,64.38,0.0329,169.1,0
87.37,92.46,0.0742,415.5,1
23.4,47.08,0.0304,180.8,0
88.12,92.66,0.2135,735.7,1
30.14,30.99,0.0109,35.5,0
55.74,27.5,0.009,83.9,0
99.11,98.0,0.1592,779.4,1
84.66,90.29,0.1141,277.1,1
98.49,94.81,0.1802,406.0,1
46.43,48.88,0.0052,138.4,0
71.15,89.41,0.1051,435.7,1
36.43,28.47,0.0362,166.1,0
73.14,83.3,0.0754,437.7,1
35.35,61.38,0.005,48.6,0
57.45,61.11,0.0499,284.7,0
66.77,56.53,0.0424,293.5,1
90.74,95.04,0.2415,642.1,1
79.43,84.3,0.0736,445.2,1
31.8,44.34,0.0361,170.1,0
54.25,78.98,0.0378,210.6,0
52.26,65.46,0.024,186.0,0
50.45,62.65,0.0041,108.7,0
38.99,31.22,0.0125,79.0,0
70.75,56.61,0.0487,243.0,1
73.6,95.15,0.0589,424.1,1
68.98,58.05,0.0499,211.6,0
32.85,60.44,0.0177,158.7,0
43.98,38.64,0.021,85.4,0
18.09,40.16,0.0029,57.5,0
58.41,77.23,0.0366,280.2,0
72.92,93.13,0.1231,270.5,0
97.31,92.28,0.1207,507.1,1
78.71,91.19,0.0724,359.7,1
25.72,57.52,0.0283,203.9,0
89.5,94.66,0.2644,431.6,1
72.85,82.31,0.1094,237.4,1
51.97,72.46,0.0489,236.4,0
16.99,32.81,0.0024,88.1,0
98.63,93.45,0.2737,534.1,1
80.41,82.71,0.077,366.5,0
86.41,92.43,0.3039,516.3,1
52.87,74.13,0.0212,299.0,0
60.08,64.71,0.0265,287.7,0
53.42,67.77,0.0337,231.8,1
72.44,61.66,0.0295,296.6,0
50.81,57.85,0.0109,145.9,0
89.4,93.43,0.2812,554.7,1
63.97,71.28,0.0305,276.0,0
76.05,87.33,0.0866,302.6,1
86.49,96.22,0.1502,453.7,1
89.9,99.13,0.2645,574.4,1
92.96,98.64,0.1702,473.8,1
67.11,63.83,0.0361,289.1,0
83.4,92.94,0.0565,407.0,0
88.86,89.14,0.2112,810.9,1
97.43,91.16,0.1315,485.6,1
81.9,84.6,0.0972,337.9,1
28.61,36.14,0.0385,191.4,0
53.28,74.91,0.069,280.4,0
96.27,98.57,0.178,441.8,1
47.66,28.13,0.0174,68.9,0
49.4,25.65,0.0334,72.5,0
100,97.79,0.1708,654.3,1
76.42,81.35,0.0766,362.9,1
85.44,80.29,0.1081,373.5,1
78.47,90.46,0.1162,418.5,0
97.74,98.42,0.2756,638.4,1
90.66,90.6,0.1745,755.9,1
56.09,56.95,0.0223,176.0,0
87.41,95.61,0.1705,726.1,1
94.04,98.37,0.1572,605.0,1
25.24,35.91,0.0371,127.9,0
43.72,33.92,0.0233,187.4,0
89.86,94.19,0.1367,604.2,1
85.36,92.7,0.1618,386.9,1
85.77,93.04,0.1197,432.4,1
72.1,96.27,0.0469,364.0,1
96.1,92.59,0.1308,521.1,1
84.31,78.89,0.1134,363.3,1
31.34,23.48,0.0072,48.5,0
19.71,38.01,0.0282,131.2,0
54.69,75.99,0.0225,255.2,0
63.7,80.31,0.038,251.6,1
54.94,50.64,0.0037,100.1,0
70.26,87.04,0.0538,309.4,0
56.47,59.14,0.0281,158.2,0
19.3,60.34,0.0032,183.7,0
70.53,63.58,0.044,201.4,0
96.45,97.09,0.1827,679.3,1
94.07,99.99,0.189,784.0,1
90.95,92.52,0.2963,516.8,1
83.77,75.11,0.0932,366.6,1
49.35,27.49,0.034,70.1,0
99.08,99.43,0.1015,782.6,1
35.97,38.3,0.0376,201.8,0
44.72,53.15,0.0145,64.4,0
77.51,91.44,0.0664,420.2,0
58.12,62.8,0,154.8,0
85.09,87.11,0.0583,315.0,1
86.24,78.5,0.1139,258.3,0
94.46,92.76,0.254,523.6,1
90.2,82.71,0.0879,386.5,0
47.17,54.15,0.0223,54.4,0
23.7,61.76,0.0219,70.9,0
68.88,79.77,0.0321,306.6,0
42.22,47.14,0.0062,51.9,0
66.58,72.73,0.0653,276.2,0
35.43,59.55,0.035,70.5,0
99.66,90.32,0.1298,509.2,1
95.3,89.43,0.1778,507.9,1
22.9,47.05,0.0099,157.3,0
60.18,26.48,0.031,156.4,0
91.51,97.94,0.1319,503.9,1
60.45,63.63,0.0589,189.7,0
87.03,92.74,0.0959,434.3,1
70.33,77.23,0.0368,175.4,0
87.45,91.6,0.1056,532.3,1
90.8,77.94,0.1179,259.9,1
34.97,24.3,0.0134,106.7,0
51.01,75.2,0.0245,251.6,0
76.76,93.49,0.1027,395.2,1
34.07,24.4,0.0094,76.9,0
99.17,93.13,0.1802,628.5,1
88.75,86.3,0.1127,332.1,0
84.92,86.49,0.1033,374.7,1
20.0,21.3,0.0207,174.6,0
45.95,39.26,0.0142,174.7,0
87.14,95.4,0.1646,506.0,1
86.27,96.26,0.1226,422.6,1
76.27,71.62,0.0406,174.3,0
31.23,54.12,0.002,122.1,0
91.42,92.03,0.1084,567.8,1
50.98,24.29,0.0231,177.2,0
94.89,92.91,0.1021,413.0,1
69.72,61.66,0.0582,214.1,1
98.83,98.16,0.2796,798.2,1
52.89,57.2,0.0497,225.6,0
85.61,92.12,0.1348,780.1,1
89.38,98.19,0.1936,566.1,1
15.89,48.44,0.0114,90.3,0
22.46,36.28,0.019,157.9,0
83.8,83.68,0.1021,289.4,1
63.75,80.9,0.0626,204.1,0
96.71,91.74,0.2429,786.9,1
51.52,60.04,0.0561,185.4,1
39.5,54.32,0.0026,98.7,0
51.9,22.31,0.0235,54.8,0
73.35,60.58,0.0514,277.8,1
98.94,88.82,0.1042,709.5,1
41.54,33.2,0.013,94.5,0
72.18,65.33,0.0558,169.3,0
91.22,93.71,0.2089,613.9,1
65.49,77.47,0.0484,315.6,0
68.79,65.82,0.0605,249.7,0
73.02,71.18,0.0482,246.9,1
71.11,59.18,0.0538,259.8,0
26.3,54.47,0.0313,120.5,0
95.13,97.6,0.1353,709.5,1
39.14,23.54,0.036,87.4,0
74.35,84.25,0.0791,392.0,1
88.32,96.59,0.1735,426.9,1
87.23,92.71,0.076,335.8,1
69.54,88.49,0.0751,338.3,1
95.56,89.93,0.1209,531.8,1
95.31,99.6,0.2205,670.8,1
67.26,56.04,0.0389,292.4,0
73.58,80.3,0.0458,399.2,1
54.07,73.74,0.0699,202.7,0
95.5,96.25,0.1818,479.9,1
61.16,59.97,0.0504,156.7,0
56.03,58.76,0.0419,294.1,0
79.16,92.69,0.0752,323.1,0
61.93,64.11,0.0565,165.6,0
70.48,92.64,0.1115,397.7,0
50.82,53.99,0.0204,125.5,0
55.17,76.08,0.0362,181.0,0
57.78,61.25,0.0702,287.4,0
62.71,79.1,0.0582,220.4,0
19.34,26.99,0.0168,83.0,0
71.57,64.05,0.0512,228.8,0
87.12,84.78,0.1139,282.0,1
33.96,27.51,0.0229,117.8,0
54.73,33.46,0.0044,54.2,0
80.84,91.09,0.0567,367.2,1
63.81,69.25,0.0708,211.6,0
48.94,46.03,0.0328,190.4,0
74.69,72.1,0.0423,262.2,1
51.09,62.94,0.0519,247.4,0
78.8,93.64,0.0961,410.1,0
91.99,95.45,0.2075,644.7,1
83.54,81.18,0.0673,263.4,0
67.38,75.41,0.0247,195.0,1
25.16,51.05,0.0353,68.6,0
49.48,54.63,0.0186,159.0,0
89.66,97.74,0.1387,472.3,1
29.83,18.39,0.0334,89.4,0
27.16,56.1,0.0333,111.9,0
90.99,99.44,0.2131,489.9,1
54.5,80.6,0.061,147.7,0
24.38,48.89,0.0338,41.2,0
59.69,53.48,0.0615,207.7,0
54.56,56.06,0.0488,270.1,0
72.26,59.68,0.0728,273.3,0
26.29,29.25,0.0129,67.8,0
33.96,24.51,0.0252,48.3,0
15.65,46.2,0.0242,111.6,0
52.29,62.8,0.0359,137.6,0
44.59,45.64,0.0352,174.8,0
21.12,33.2,0.0419,142.9,0
73.8,93.73,0.1121,423.5,1
83.76,81.36,0.057,374.9,1
95.32,91.27,0.2367,630.8,1
51.14,80.84,0.0396,199.6,0
55.68,27.62,0.0349,176.9,0
29.66,46.93,0.0042,174.9,0
96.79,94.77,0.1393,560.5,1
98.26,97.56,0.2848,737.9,1
75.34,82.29,0.0615,392.8,1
18.88,56.01,0.0304,74.4,0
33.51,33.89,0.0338,153.6,0
100,94.12,0.2519,506.3,1
21.55,47.17,0.0033,161.2,0
86.4,74.21,0.0908,352.8,1
72.19,77.6,0.0463,233.5,1
56.92,55.75,0.0477,202.6,0
85.48,91.53,0.1089,444.1,0
88.36,87.16,0.0977,389.2,1
90.04,78.29,0.1035,283.5,1
88.62,92.53,0.0629,351.1,0
72.75,92.88,0.117,432.6,1
86.24,82.43,0.0885,399.6,1
86.21,97.52,0.1386,676.9,1
60.2,58.63,0.0235,270.7,0
34.01,59.07,0.0167,199.4,0
15.99,50.92,0.0367,155.0,0
98.68,91.15,0.2354,654.5,1
25.75,38.02,0.0342,124.1,0
69.53,74.9,0.0352,168.0,0
100,93.25,0.2326,689.0,1
88.59,95.37,0.122,449.2,1
64.01,78.48,0.031,241.7,0
64.58,63.28,0.0351,175.7,0
69.61,87.95,0.0653,301.0,1
93.15,97.06,0.1061,503.1,1
33.51,54.16,0.0273,120.8,0
42.45,38.83,0.0209,77.0,0
88.52,94.54,0.0684,396.6,0
73.09,91.11,0.0742,267.7,0
98.22,91.59,0.1912,593.9,1
55.57,61.79,0.0174,119.2,0
90.59,100,0.1968,571.8,1
35.54,21.9,0.0118,122.0,0
85.92,87.4,0.0688,419.0,1
90.26,97.72,0.132,442.4,1
88.44,85.61,0.1064,423.3,0
67.49,62.76,0.063,302.2,1
71.34,84.44,0.093,329.0,1
78.5,88.08,0.0539,412.8,0
86.41,96.11,0.2505,790.6,1
34.02,48.21,0.0377,65.7,0
62.39,66.62,0.0543,263.4,0
29.87,49.45,0.038,193.7,0
85.48,93.3,0.0622,406.6,0
60.51,71.29,0.0398,193.8,0
28.64,51.56,0.0388,73.2,0
86.68,91.45,0.1685,681.2,1
91.44,92.68,0.1064,441.7,1
90.13,92.87,0.1927,472.8,1
61.46,75.28,0.035,137.3,0
57.67,57.61,0.0587,162.6,1
57.92,78.92,0.0256,282.3,1
67.06,66.77,0.0406,176.0,0
73.51,62.73,0.0389,252.0,0
34.66,20.97,0.0381,127.1,0
89.65,85.01,0.0678,307.3,1
88.29,86.19,0.0823,306.1,0
67.12,60.04,0.0268,142.4,0
37.53,39.4,0.0369,64.8,0
85.22,95.74,0.1726,613.1,1
42.17,48.3,0.0246,148.8,0
67.04,68.11,0.035,212.9,1
89.65,95.46,0.2061,645.2,1
74.4,77.86,0.0614,174.3,0
60.42,65.29,0.0347,279.6,0
95.86,89.9,0.1122,514.0,1
97.99,94.83,0.2493,698.8,1
96.81,99.96,0.1029,689.1,1
83.44,85.06,0.1009,333.9,0
65.16,65.79,0.0727,185.7,0
67.97,59.27,0.0622,236.1,1
96.83,94.47,0.29,686.6,1
95.52,98.84,0.2083,549.4,1
59.5,58.7,0.0338,150.0,0
52.53,74.04,0.0396,295.4,0
39.73,31.62,0.0058,114.4,0
94.56,99.25,0.2512,671.9,1
70.46,66.59,0.0684,172.4,0
89.62,93.93,0.1954,564.6,1
72.31,76.35,0.0241,242.4,1
88.36,88.84,0.059,384.9,0
99.48,96.13,0.28,721.5,1
15.15,47.08,0,72.5,0
55.45,67.23,0.0662,170.9,1
20.08,27.01,0.0283,205.5,0
69.89,79.18,0.1154,343.0,1
63.14,69.43,0.0429,231.3,0
41.55,45.98,0.0255,105.6,0
93.52,98.86,0.2376,756.5,1
90.64,98.12,0.175,514.8,1
73.65,75.04,0.0917,321.2,0
76.97,83.19,0.1075,320.4,1
68.36,75.36,0.0661,286.3,1
94.08,97.54,0.2048,622.7,1
49.03,64.23,0.0557,184.1,0
98.26,92.83,0.1545,624.5,1
48.64,32.57,0.0228,112.9,0
79.68,91.54,0.0592,434.5,1
76.34,81.45,0.0599,365.9,0
90.04,92.39,0.1106,316.0,1
41.33,60.63,0.0408,100.3,0
72.96,72.79,0.0441,171.1,0
87.95,90.3,0.0787,271.4,0
97.23,100,0.2013,451.5,1
54.17,59.59,0.0417,172.9,0
69.87,53.52,0.0232,144.4,0
92.99,97.18,0.2072,738.3,1
100,99.12,0.2808,532.6,1
93.28,93.68,0.1934,802.0,1
49.45,59.95,0.0146,194.7,0
97.07,96.57,0.293,788.6,1
50.31,57.39,0.0699,182.5,0
67.83,66.32,0.0709,306.7,1
74.54,85.8,0.0675,329.2,1
92.06,95.97,0.244,764.8,1
92.97,96.03,0.139,448.9,1
64.28,72.71,0.0576,214.9,1
85.52,74.27,0.1197,404.7,1
100,97.09,0.2605,418.2,1
27.37,24.94,0.0281,176.6,0
86.6,89.77,0.1121,250.0,1
74.4,93.63,0.068,307.9,0
59.76,63.06,0.0325,296.1,0
26.7,61.44,0.0316,96.3,0
76.52,71.5,0.0454,166.0,0
75.38,93.05,0.0965,358.9,1
79.98,82.8,0.0861,402.6,1
14.26,52.59,0.0185,146.7,0
96.09,99.18,0.1616,722.3,1
34.55,21.38,0.0422,128.6,0
14.19,37.51,0.008,170.4,0
73.94,78.22,0.1126,334.7,1
89.9,93.56,0.2549,707.2,1
34.06,29.73,0.0079,159.9,0
100,90.61,0.1902,750.8,1
96.12,94.73,0.1161,680.6,1
51.5,67.29,0.0506,194.7,0
70.82,89.64,0.1037,249.1,1
50.2,69.61,0.0457,251.0,0
23.56,41.45,0.0295,196.0,0
61.95,72.16,0.0593,244.8,0
54.01,64.47,0.0567,234.8,0
78.25,78.25,0.0636,346.8,0
59.38,57.63,0.0559,230.1,1
56.1,22.24,0.0093,70.4,0
88.38,92.49,0.2626,411.2,1
45.96,52.11,0.0046,172.4,0
36.23,38.22,0.0102,188.7,0
70.6,90.19,0.1008,329.8,1
69.42,85.37,0.0782,408.0,0
26.22,61.32,0.018,168.5,0
27.66,50.96,0.0197,181.6,0
81.5,92.14,0.0704,409.6,1
96.65,91.24,0.2703,634.8,1
74.57,71.82,0.0311,200.0,0
60.28,67.49,0.0703,213.3,0
80.0,74.55,0.0916,314.5,1
98.24,95.74,0.1285,748.5,1
26.65,55.83,0.0008,55.6,0
69.52,56.51,0.0548,307.9,0
99.64,98.46,0.1834,398.9,1
70.44,84.83,0.1152,266.3,0
60.34,60.15,0.0546,252.5,0
53.99,77.2,0.0605,256.4,0
62.02,68.63,0.0554,148.0,0
87.22,92.46,0.1226,496.7,1
85.86,100,0.1957,645.4,1
50.74,55.63,0.0621,274.8,1
55.52,61.58,0.0278,60.6,0
28.15,62.38,0,122.1,0
84.52,92.47,0.0817,406.5,1
89.54,87.74,0.0582,301.6,0
56.15,66.77,0.0489,277.8,1
20.32,46.3,0.0133,167.5,0
86.7,82.37,0.0642,274.9,1
88.09,91.84,0.1803,429.0,1
14.08,31.7,0.0243,166.9,0
22.73,63.71,0.0396,168.5,0
96.0,94.14,0.245,594.3,1
86.98,89.85,0.1098,740.4,1
80.22,75.99,0.1165,297.4,1
52.67,41.35,0.0052,87.9,0
67.34,65.28,0.0562,223.0,0
69.89,74.38,0.0674,220.7,0
90.84,94.48,0.1357,460.2,1
90.71,89.68,0.2064,461.3,1
83.58,90.45,0.0897,439.5,0
57.99,70.59,0.0592,256.7,0
100,90.97,0.2418,542.0,1
95.73,94.9,0.2092,579.9,1
56.64,66.46,0.045,269.1,1
54.95,61.71,0.0686,280.5,0
73.02,59.46,0.019,226.2,0
68.9,79.97,0.0976,454.9,0
61.42,63.28,0.0453,175.1,0
96.07,93.98,0.166,574.5,1
75.87,79.51,0.0522,246.8,0
22.54,54.68,0.01,117.5,0
50.91,49.79,0.0063,101.4,0
86.31,79.95,0.0567,380.4,1
78.12,95.06,0.0894,306.2,1
76.38,70.54,0.0221,159.8,0
98.97,96.48,0.2691,518.0,1
